Class	Length	Reads
Rfam-DNA_Match_Genome	38	212.94
Rfam-DNA_Match_Genome	39	147.62
Rfam-DNA_Match_Genome	40	385.05
Rfam-DNA_Match_Genome	41	1610.73
Rfam-gene_region_Match_Genome	17	7.09
Rfam-gene_region_Match_Genome	18	9.45
Rfam-gene_region_Match_Genome	19	2.60
Rfam-gene_region_Match_Genome	20	0.27
Rfam-gene_region_Match_Genome	21	0.00
Rfam-gene_region_Match_Genome	22	0.01
Rfam-gene_region_Match_Genome	24	0.89
Rfam-gene_region_Match_Genome	27	0.03
Rfam-gene_region_Match_Genome	29	0.01
Rfam-gene_region_Match_Genome	30	0.02
Rfam-gene_region_Match_Genome	33	0.05
Rfam-gene_region_Match_Genome	34	0.11
Rfam-gene_region_Match_Genome	37	0.32
Rfam-mRNA_Match_Genome	17	27.39
Rfam-mRNA_Match_Genome	18	18.52
Rfam-mRNA_Match_Genome	19	13.51
Rfam-mRNA_Match_Genome	20	14.99
Rfam-mRNA_Match_Genome	21	20.36
Rfam-mRNA_Match_Genome	22	13.08
Rfam-mRNA_Match_Genome	23	14.23
Rfam-mRNA_Match_Genome	24	28.29
Rfam-mRNA_Match_Genome	25	15.48
Rfam-mRNA_Match_Genome	26	18.59
Rfam-mRNA_Match_Genome	27	16.54
Rfam-mRNA_Match_Genome	28	20.23
Rfam-mRNA_Match_Genome	29	19.90
Rfam-mRNA_Match_Genome	30	10.33
Rfam-mRNA_Match_Genome	31	6.67
Rfam-mRNA_Match_Genome	32	6.33
Rfam-mRNA_Match_Genome	33	11.85
Rfam-mRNA_Match_Genome	34	8.63
Rfam-mRNA_Match_Genome	35	13.52
Rfam-mRNA_Match_Genome	36	29.67
Rfam-mRNA_Match_Genome	37	36.26
Rfam-mRNA_Match_Genome	38	15.53
Rfam-mRNA_Match_Genome	39	11.11
Rfam-mRNA_Match_Genome	40	31.03
Rfam-mRNA_Match_Genome	41	135.89
Rfam-mt_DNA_Match_Genome	17	1.00
Rfam-mt_DNA_Match_Genome	18	0.93
Rfam-mt_DNA_Match_Genome	33	2.40
Rfam-mt_DNA_Match_Genome	38	0.80
Rfam-other_Match_Genome	17	6.59
Rfam-other_Match_Genome	18	8.65
Rfam-other_Match_Genome	19	2.71
Rfam-other_Match_Genome	20	1.29
Rfam-other_Match_Genome	21	0.33
Rfam-other_Match_Genome	22	0.04
Rfam-other_Match_Genome	23	0.24
Rfam-other_Match_Genome	24	0.61
Rfam-other_Match_Genome	25	0.16
Rfam-other_Match_Genome	26	0.58
Rfam-other_Match_Genome	27	0.72
Rfam-other_Match_Genome	28	0.31
Rfam-other_Match_Genome	29	0.64
Rfam-other_Match_Genome	30	3.39
Rfam-other_Match_Genome	31	1.06
Rfam-other_Match_Genome	32	0.10
Rfam-other_Match_Genome	33	0.30
Rfam-other_Match_Genome	34	0.19
Rfam-other_Match_Genome	37	0.03
Rfam-other_Match_Genome	38	0.03
Rfam-other_Match_Genome	39	0.09
Rfam-other_RNA_Match_Genome	17	24.00
Rfam-other_RNA_Match_Genome	18	8.00
Rfam-other_RNA_Match_Genome	19	2.00
Rfam-piRNA_Match_Genome	17	0.25
Rfam-pseudogene_Match_Genome	34	0.11
Rfam-pseudogene_Match_Genome	37	0.32
Rfam-rRNA_Match_Genome	17	22.34
Rfam-rRNA_Match_Genome	18	12.40
Rfam-rRNA_Match_Genome	19	8.16
Rfam-rRNA_Match_Genome	20	9.02
Rfam-rRNA_Match_Genome	21	7.78
Rfam-rRNA_Match_Genome	22	11.24
Rfam-rRNA_Match_Genome	23	8.33
Rfam-rRNA_Match_Genome	24	16.52
Rfam-rRNA_Match_Genome	25	10.60
Rfam-rRNA_Match_Genome	26	13.11
Rfam-rRNA_Match_Genome	27	10.29
Rfam-rRNA_Match_Genome	28	9.18
Rfam-rRNA_Match_Genome	29	12.12
Rfam-rRNA_Match_Genome	30	6.37
Rfam-rRNA_Match_Genome	31	4.27
Rfam-rRNA_Match_Genome	32	3.74
Rfam-rRNA_Match_Genome	33	7.63
Rfam-rRNA_Match_Genome	34	5.40
Rfam-rRNA_Match_Genome	35	9.37
Rfam-rRNA_Match_Genome	36	20.10
Rfam-rRNA_Match_Genome	37	30.42
Rfam-rRNA_Match_Genome	38	9.70
Rfam-rRNA_Match_Genome	39	6.19
Rfam-rRNA_Match_Genome	40	16.92
Rfam-rRNA_Match_Genome	41	71.39
Rfam-snoRNA_Match_Genome	27	0.50
Rfam-snoRNA_Match_Genome	29	0.33
Rfam-snoRNA_Match_Genome	30	2.83
Rfam-snoRNA_Match_Genome	31	0.83
Rfam-DNA_Unmatch_Genome	17	58.90
Rfam-DNA_Unmatch_Genome	18	130.41
Rfam-DNA_Unmatch_Genome	19	169.87
Rfam-DNA_Unmatch_Genome	20	217.24
Rfam-DNA_Unmatch_Genome	21	297.84
Rfam-DNA_Unmatch_Genome	22	234.19
Rfam-DNA_Unmatch_Genome	23	191.80
Rfam-DNA_Unmatch_Genome	24	314.64
Rfam-DNA_Unmatch_Genome	25	249.57
Rfam-DNA_Unmatch_Genome	26	225.32
Rfam-DNA_Unmatch_Genome	27	306.09
Rfam-DNA_Unmatch_Genome	28	285.92
Rfam-DNA_Unmatch_Genome	29	239.78
Rfam-DNA_Unmatch_Genome	30	294.56
Rfam-DNA_Unmatch_Genome	31	146.42
Rfam-DNA_Unmatch_Genome	32	286.04
Rfam-DNA_Unmatch_Genome	33	400.87
Rfam-DNA_Unmatch_Genome	34	162.04
Rfam-DNA_Unmatch_Genome	35	94.54
Rfam-DNA_Unmatch_Genome	36	116.12
Rfam-DNA_Unmatch_Genome	37	163.69
Rfam-DNA_Unmatch_Genome	38	156.30
Rfam-DNA_Unmatch_Genome	39	221.21
Rfam-DNA_Unmatch_Genome	40	268.14
Rfam-DNA_Unmatch_Genome	41	102.46
Rfam-gene_region_Unmatch_Genome	18	1.73
Rfam-gene_region_Unmatch_Genome	19	1.85
Rfam-gene_region_Unmatch_Genome	20	8.41
Rfam-gene_region_Unmatch_Genome	21	14.10
Rfam-gene_region_Unmatch_Genome	22	5.70
Rfam-gene_region_Unmatch_Genome	23	2.40
Rfam-gene_region_Unmatch_Genome	24	0.43
Rfam-gene_region_Unmatch_Genome	25	0.18
Rfam-gene_region_Unmatch_Genome	26	0.14
Rfam-gene_region_Unmatch_Genome	28	1.00
Rfam-gene_region_Unmatch_Genome	29	0.14
Rfam-gene_region_Unmatch_Genome	32	0.43
Rfam-gene_region_Unmatch_Genome	33	0.67
Rfam-gene_region_Unmatch_Genome	34	0.10
Rfam-gene_region_Unmatch_Genome	35	0.83
Rfam-gene_region_Unmatch_Genome	39	0.33
Rfam-mRNA_Unmatch_Genome	17	0.40
Rfam-mRNA_Unmatch_Genome	18	23.69
Rfam-mRNA_Unmatch_Genome	19	23.10
Rfam-mRNA_Unmatch_Genome	20	9.66
Rfam-mRNA_Unmatch_Genome	21	13.07
Rfam-mRNA_Unmatch_Genome	22	20.28
Rfam-mRNA_Unmatch_Genome	23	22.47
Rfam-mRNA_Unmatch_Genome	24	39.27
Rfam-mRNA_Unmatch_Genome	25	49.31
Rfam-mRNA_Unmatch_Genome	26	40.20
Rfam-mRNA_Unmatch_Genome	27	57.39
Rfam-mRNA_Unmatch_Genome	28	58.60
Rfam-mRNA_Unmatch_Genome	29	30.17
Rfam-mRNA_Unmatch_Genome	30	25.02
Rfam-mRNA_Unmatch_Genome	31	22.54
Rfam-mRNA_Unmatch_Genome	32	28.65
Rfam-mRNA_Unmatch_Genome	33	27.01
Rfam-mRNA_Unmatch_Genome	34	25.52
Rfam-mRNA_Unmatch_Genome	35	14.81
Rfam-mRNA_Unmatch_Genome	36	22.59
Rfam-mRNA_Unmatch_Genome	37	28.93
Rfam-mRNA_Unmatch_Genome	38	26.37
Rfam-mRNA_Unmatch_Genome	39	24.04
Rfam-mRNA_Unmatch_Genome	40	47.69
Rfam-mRNA_Unmatch_Genome	41	18.52
Rfam-mt_DNA_Unmatch_Genome	20	3.00
Rfam-mt_DNA_Unmatch_Genome	27	3.00
Rfam-mt_DNA_Unmatch_Genome	29	1.00
Rfam-mt_DNA_Unmatch_Genome	32	1.00
Rfam-mt_DNA_Unmatch_Genome	35	7.00
Rfam-other_Unmatch_Genome	18	1.73
Rfam-other_Unmatch_Genome	19	2.68
Rfam-other_Unmatch_Genome	20	7.81
Rfam-other_Unmatch_Genome	21	14.20
Rfam-other_Unmatch_Genome	22	4.07
Rfam-other_Unmatch_Genome	23	2.60
Rfam-other_Unmatch_Genome	24	1.76
Rfam-other_Unmatch_Genome	25	3.52
Rfam-other_Unmatch_Genome	26	4.81
Rfam-other_Unmatch_Genome	27	3.33
Rfam-other_Unmatch_Genome	28	16.11
Rfam-other_Unmatch_Genome	29	10.81
Rfam-other_Unmatch_Genome	30	12.78
Rfam-other_Unmatch_Genome	31	7.56
Rfam-other_Unmatch_Genome	32	7.10
Rfam-other_Unmatch_Genome	33	3.67
Rfam-other_Unmatch_Genome	34	4.00
Rfam-other_Unmatch_Genome	35	4.78
Rfam-other_Unmatch_Genome	36	2.00
Rfam-other_Unmatch_Genome	37	1.67
Rfam-other_Unmatch_Genome	38	3.00
Rfam-other_RNA_Unmatch_Genome	17	6.50
Rfam-other_RNA_Unmatch_Genome	18	6.00
Rfam-other_RNA_Unmatch_Genome	19	8.00
Rfam-other_RNA_Unmatch_Genome	20	11.50
Rfam-other_RNA_Unmatch_Genome	21	12.00
Rfam-other_RNA_Unmatch_Genome	22	10.50
Rfam-other_RNA_Unmatch_Genome	23	12.00
Rfam-other_RNA_Unmatch_Genome	24	6.00
Rfam-other_RNA_Unmatch_Genome	25	4.00
Rfam-other_RNA_Unmatch_Genome	26	17.00
Rfam-other_RNA_Unmatch_Genome	27	1.50
Rfam-other_RNA_Unmatch_Genome	28	16.22
Rfam-other_RNA_Unmatch_Genome	29	6.33
Rfam-other_RNA_Unmatch_Genome	30	3.89
Rfam-other_RNA_Unmatch_Genome	31	7.11
Rfam-other_RNA_Unmatch_Genome	32	6.33
Rfam-other_RNA_Unmatch_Genome	33	2.00
Rfam-other_RNA_Unmatch_Genome	34	6.00
Rfam-other_RNA_Unmatch_Genome	35	0.22
Rfam-other_RNA_Unmatch_Genome	36	3.00
Rfam-other_RNA_Unmatch_Genome	37	0.33
Rfam-other_RNA_Unmatch_Genome	39	1.00
Rfam-rRNA_Unmatch_Genome	17	0.20
Rfam-rRNA_Unmatch_Genome	18	14.45
Rfam-rRNA_Unmatch_Genome	19	20.49
Rfam-rRNA_Unmatch_Genome	20	5.39
Rfam-rRNA_Unmatch_Genome	21	24.78
Rfam-rRNA_Unmatch_Genome	22	15.26
Rfam-rRNA_Unmatch_Genome	23	19.72
Rfam-rRNA_Unmatch_Genome	24	31.89
Rfam-rRNA_Unmatch_Genome	25	40.43
Rfam-rRNA_Unmatch_Genome	26	26.53
Rfam-rRNA_Unmatch_Genome	27	30.69
Rfam-rRNA_Unmatch_Genome	28	35.15
Rfam-rRNA_Unmatch_Genome	29	34.77
Rfam-rRNA_Unmatch_Genome	30	24.76
Rfam-rRNA_Unmatch_Genome	31	13.38
Rfam-rRNA_Unmatch_Genome	32	23.45
Rfam-rRNA_Unmatch_Genome	33	15.79
Rfam-rRNA_Unmatch_Genome	34	23.33
Rfam-rRNA_Unmatch_Genome	35	29.82
Rfam-rRNA_Unmatch_Genome	36	13.29
Rfam-rRNA_Unmatch_Genome	37	19.38
Rfam-rRNA_Unmatch_Genome	38	22.34
Rfam-rRNA_Unmatch_Genome	39	36.42
Rfam-rRNA_Unmatch_Genome	40	34.17
Rfam-rRNA_Unmatch_Genome	41	26.02
Unannotated_Match_Genome	17	2781
Unannotated_Match_Genome	18	4553
Unannotated_Match_Genome	19	6013
Unannotated_Match_Genome	20	6438
Unannotated_Match_Genome	21	6613
Unannotated_Match_Genome	22	7027
Unannotated_Match_Genome	23	7041
Unannotated_Match_Genome	24	6764
Unannotated_Match_Genome	25	7387
Unannotated_Match_Genome	26	7751
Unannotated_Match_Genome	27	7946
Unannotated_Match_Genome	28	7923
Unannotated_Match_Genome	29	8881
Unannotated_Match_Genome	30	9484
Unannotated_Match_Genome	31	9747
Unannotated_Match_Genome	32	9998
Unannotated_Match_Genome	33	12302
Unannotated_Match_Genome	34	12233
Unannotated_Match_Genome	35	11047
Unannotated_Match_Genome	36	9595
Unannotated_Match_Genome	37	11067
Unannotated_Match_Genome	38	9993
Unannotated_Match_Genome	39	7798
Unannotated_Match_Genome	40	6649
Unannotated_Match_Genome	41	13443
Unannotated_Unmatch_Genome	17	286
Unannotated_Unmatch_Genome	18	746
Unannotated_Unmatch_Genome	19	1810
Unannotated_Unmatch_Genome	20	2813
Unannotated_Unmatch_Genome	21	3063
Unannotated_Unmatch_Genome	22	3862
Unannotated_Unmatch_Genome	23	3111
Unannotated_Unmatch_Genome	24	2893
Unannotated_Unmatch_Genome	25	2955
Unannotated_Unmatch_Genome	26	2763
Unannotated_Unmatch_Genome	27	3367
Unannotated_Unmatch_Genome	28	2894
Unannotated_Unmatch_Genome	29	3229
Unannotated_Unmatch_Genome	30	4187
Unannotated_Unmatch_Genome	31	8315
Unannotated_Unmatch_Genome	32	8295
Unannotated_Unmatch_Genome	33	6030
Unannotated_Unmatch_Genome	34	30562
Unannotated_Unmatch_Genome	35	5193
Unannotated_Unmatch_Genome	36	4902
Unannotated_Unmatch_Genome	37	5347
Unannotated_Unmatch_Genome	38	7436
Unannotated_Unmatch_Genome	39	21913
Unannotated_Unmatch_Genome	40	10757
Unannotated_Unmatch_Genome	41	37260
