Class	Length	Reads
Clean_Reads	15	76972
Clean_Reads	16	62787
Clean_Reads	17	56270
Clean_Reads	18	65004
Clean_Reads	19	61963
Clean_Reads	20	75245
Clean_Reads	21	102853
Clean_Reads	22	175769
Clean_Reads	23	97410
Clean_Reads	24	87714
Clean_Reads	25	80496
Clean_Reads	26	100262
Clean_Reads	27	216104
Clean_Reads	28	492964
Clean_Reads	29	733313
Clean_Reads	30	1565099
Clean_Reads	31	747947
Clean_Reads	32	463168
Clean_Reads	33	284505
Clean_Reads	34	168226
Clean_Reads	35	113781
Clean_Reads	36	149836
Clean_Reads	37	73844
Clean_Reads	38	45384
Clean_Reads	39	54803
Clean_Reads	40	36658
Clean_Reads	41	71578
Clean_Reads	42	21089
Clean_Reads	43	20623
Clean_Reads	44	11696
Clean_Reads	45	7103
Match_Genome	15	76953
Match_Genome	16	62259
Match_Genome	17	52355
Match_Genome	18	59061
Match_Genome	19	50293
Match_Genome	20	57109
Match_Genome	21	86413
Match_Genome	22	153043
Match_Genome	23	83289
Match_Genome	24	72703
Match_Genome	25	58978
Match_Genome	26	56711
Match_Genome	27	103924
Match_Genome	28	365438
Match_Genome	29	328070
Match_Genome	30	1389675
Match_Genome	31	692260
Match_Genome	32	429816
Match_Genome	33	256702
Match_Genome	34	115352
Match_Genome	35	67970
Match_Genome	36	48882
Match_Genome	37	48954
Match_Genome	38	31844
Match_Genome	39	25781
Match_Genome	40	19889
Match_Genome	41	27694
Match_Genome	42	14976
Match_Genome	43	15682
Match_Genome	44	7322
Match_Genome	45	3490
miRBase-miRNA_Match_Genome	15	893.00
miRBase-miRNA_Match_Genome	16	1439.00
miRBase-miRNA_Match_Genome	17	1145.00
miRBase-miRNA_Match_Genome	18	1504.00
miRBase-miRNA_Match_Genome	19	3541.00
miRBase-miRNA_Match_Genome	20	12054.00
miRBase-miRNA_Match_Genome	21	38353.00
miRBase-miRNA_Match_Genome	22	87588.00
miRBase-miRNA_Match_Genome	23	28598.00
miRBase-miRNA_Match_Genome	24	14438.00
miRBase-miRNA_Match_Genome	25	1168.00
miRBase-miRNA_Match_Genome	26	705.00
miRBase-miRNA_Match_Genome	27	737.00
miRBase-miRNA_Match_Genome	28	148.00
miRBase-miRNA_Match_Genome	29	98.00
miRBase-miRNA_Match_Genome	30	170.00
miRBase-miRNA_Match_Genome	31	93.00
miRBase-miRNA_Match_Genome	32	47.00
miRBase-miRNA_Match_Genome	33	36.00
miRBase-miRNA_Match_Genome	34	24.00
miRBase-miRNA_Match_Genome	35	33.00
miRBase-miRNA_Match_Genome	36	6.00
miRBase-miRNA_Match_Genome	38	5.00
miRBase-miRNA_Match_Genome	39	5.00
miRBase-miRNA_Match_Genome	40	8.00
miRBase-miRNA_Match_Genome	41	14.00
miRBase-miRNA_Match_Genome	44	4.00
miRBase-miRNA_Unmatch_Genome	24	1.00
miRBase-miRNA_Unmatch_Genome	29	1.00
rRNAdb-rRNA_Match_Genome	15	53652.00
rRNAdb-rRNA_Match_Genome	16	36377.00
rRNAdb-rRNA_Match_Genome	17	23698.00
rRNAdb-rRNA_Match_Genome	18	23277.00
rRNAdb-rRNA_Match_Genome	19	22276.00
rRNAdb-rRNA_Match_Genome	20	22842.00
rRNAdb-rRNA_Match_Genome	21	24282.00
rRNAdb-rRNA_Match_Genome	22	26253.00
rRNAdb-rRNA_Match_Genome	23	29949.00
rRNAdb-rRNA_Match_Genome	24	27962.00
rRNAdb-rRNA_Match_Genome	25	29618.00
rRNAdb-rRNA_Match_Genome	26	24893.00
rRNAdb-rRNA_Match_Genome	27	21214.00
rRNAdb-rRNA_Match_Genome	28	24859.00
rRNAdb-rRNA_Match_Genome	29	21392.00
rRNAdb-rRNA_Match_Genome	30	22072.00
rRNAdb-rRNA_Match_Genome	31	21112.00
rRNAdb-rRNA_Match_Genome	32	16126.00
rRNAdb-rRNA_Match_Genome	33	19722.00
rRNAdb-rRNA_Match_Genome	34	18254.00
rRNAdb-rRNA_Match_Genome	35	23226.00
rRNAdb-rRNA_Match_Genome	36	17455.00
rRNAdb-rRNA_Match_Genome	37	14481.00
rRNAdb-rRNA_Match_Genome	38	12387.00
rRNAdb-rRNA_Match_Genome	39	11751.00
rRNAdb-rRNA_Match_Genome	40	7838.00
rRNAdb-rRNA_Match_Genome	41	7285.00
rRNAdb-rRNA_Match_Genome	42	5415.00
rRNAdb-rRNA_Match_Genome	43	8537.00
rRNAdb-rRNA_Match_Genome	44	4054.00
rRNAdb-rRNA_Match_Genome	45	1814.00
rRNAdb-12S-rRNA_Match_Genome	15	20.00
rRNAdb-12S-rRNA_Match_Genome	16	11.00
rRNAdb-12S-rRNA_Match_Genome	17	12.00
rRNAdb-12S-rRNA_Match_Genome	18	15.00
rRNAdb-12S-rRNA_Match_Genome	19	23.00
rRNAdb-12S-rRNA_Match_Genome	20	17.00
rRNAdb-12S-rRNA_Match_Genome	21	28.00
rRNAdb-12S-rRNA_Match_Genome	22	9.00
rRNAdb-12S-rRNA_Match_Genome	23	8.00
rRNAdb-12S-rRNA_Match_Genome	24	18.00
rRNAdb-12S-rRNA_Match_Genome	25	8.00
rRNAdb-12S-rRNA_Match_Genome	26	1.00
rRNAdb-12S-rRNA_Match_Genome	27	6.00
rRNAdb-12S-rRNA_Match_Genome	28	16.00
rRNAdb-12S-rRNA_Match_Genome	29	4.00
rRNAdb-16S-rRNA_Match_Genome	15	232.00
rRNAdb-16S-rRNA_Match_Genome	16	241.00
rRNAdb-16S-rRNA_Match_Genome	17	243.00
rRNAdb-16S-rRNA_Match_Genome	18	314.00
rRNAdb-16S-rRNA_Match_Genome	19	502.00
rRNAdb-16S-rRNA_Match_Genome	20	3727.00
rRNAdb-16S-rRNA_Match_Genome	21	1016.00
rRNAdb-16S-rRNA_Match_Genome	22	374.00
rRNAdb-16S-rRNA_Match_Genome	23	641.00
rRNAdb-16S-rRNA_Match_Genome	24	649.00
rRNAdb-16S-rRNA_Match_Genome	25	685.00
rRNAdb-16S-rRNA_Match_Genome	26	693.00
rRNAdb-16S-rRNA_Match_Genome	27	1011.00
rRNAdb-16S-rRNA_Match_Genome	28	1138.00
rRNAdb-16S-rRNA_Match_Genome	29	1340.00
rRNAdb-16S-rRNA_Match_Genome	30	1654.00
rRNAdb-16S-rRNA_Match_Genome	31	1538.00
rRNAdb-16S-rRNA_Match_Genome	32	1403.00
rRNAdb-16S-rRNA_Match_Genome	33	1312.00
rRNAdb-16S-rRNA_Match_Genome	34	1356.00
rRNAdb-16S-rRNA_Match_Genome	35	1790.00
rRNAdb-16S-rRNA_Match_Genome	36	1319.00
rRNAdb-16S-rRNA_Match_Genome	37	1313.00
rRNAdb-16S-rRNA_Match_Genome	38	1439.00
rRNAdb-16S-rRNA_Match_Genome	39	1418.00
rRNAdb-16S-rRNA_Match_Genome	40	1447.00
rRNAdb-16S-rRNA_Match_Genome	41	826.00
rRNAdb-16S-rRNA_Match_Genome	42	486.00
rRNAdb-16S-rRNA_Match_Genome	43	375.00
rRNAdb-16S-rRNA_Match_Genome	44	289.00
rRNAdb-16S-rRNA_Match_Genome	45	142.00
rRNAdb-18S-rRNA_Match_Genome	15	7834.00
rRNAdb-18S-rRNA_Match_Genome	16	5056.00
rRNAdb-18S-rRNA_Match_Genome	17	4551.00
rRNAdb-18S-rRNA_Match_Genome	18	5916.00
rRNAdb-18S-rRNA_Match_Genome	19	5442.00
rRNAdb-18S-rRNA_Match_Genome	20	5412.00
rRNAdb-18S-rRNA_Match_Genome	21	5756.00
rRNAdb-18S-rRNA_Match_Genome	22	5929.00
rRNAdb-18S-rRNA_Match_Genome	23	7709.00
rRNAdb-18S-rRNA_Match_Genome	24	11212.00
rRNAdb-18S-rRNA_Match_Genome	25	7974.00
rRNAdb-18S-rRNA_Match_Genome	26	5051.00
rRNAdb-18S-rRNA_Match_Genome	27	5059.00
rRNAdb-18S-rRNA_Match_Genome	28	5739.00
rRNAdb-18S-rRNA_Match_Genome	29	8702.00
rRNAdb-18S-rRNA_Match_Genome	30	5136.00
rRNAdb-18S-rRNA_Match_Genome	31	4213.00
rRNAdb-18S-rRNA_Match_Genome	32	3746.00
rRNAdb-18S-rRNA_Match_Genome	33	3876.00
rRNAdb-18S-rRNA_Match_Genome	34	3366.00
rRNAdb-18S-rRNA_Match_Genome	35	3146.00
rRNAdb-18S-rRNA_Match_Genome	36	2782.00
rRNAdb-18S-rRNA_Match_Genome	37	3273.00
rRNAdb-18S-rRNA_Match_Genome	38	2182.00
rRNAdb-18S-rRNA_Match_Genome	39	2375.00
rRNAdb-18S-rRNA_Match_Genome	40	2582.00
rRNAdb-18S-rRNA_Match_Genome	41	1548.00
rRNAdb-18S-rRNA_Match_Genome	42	975.00
rRNAdb-18S-rRNA_Match_Genome	43	872.00
rRNAdb-18S-rRNA_Match_Genome	44	582.00
rRNAdb-18S-rRNA_Match_Genome	45	335.00
rRNAdb-28S-rRNA_Match_Genome	15	23138.00
rRNAdb-28S-rRNA_Match_Genome	16	19044.00
rRNAdb-28S-rRNA_Match_Genome	17	14968.00
rRNAdb-28S-rRNA_Match_Genome	18	13265.00
rRNAdb-28S-rRNA_Match_Genome	19	12824.00
rRNAdb-28S-rRNA_Match_Genome	20	10353.00
rRNAdb-28S-rRNA_Match_Genome	21	11575.00
rRNAdb-28S-rRNA_Match_Genome	22	16666.00
rRNAdb-28S-rRNA_Match_Genome	23	19615.00
rRNAdb-28S-rRNA_Match_Genome	24	14482.00
rRNAdb-28S-rRNA_Match_Genome	25	19251.00
rRNAdb-28S-rRNA_Match_Genome	26	17753.00
rRNAdb-28S-rRNA_Match_Genome	27	13822.00
rRNAdb-28S-rRNA_Match_Genome	28	16941.00
rRNAdb-28S-rRNA_Match_Genome	29	9621.00
rRNAdb-28S-rRNA_Match_Genome	30	13306.00
rRNAdb-28S-rRNA_Match_Genome	31	13464.00
rRNAdb-28S-rRNA_Match_Genome	32	8912.00
rRNAdb-28S-rRNA_Match_Genome	33	9454.00
rRNAdb-28S-rRNA_Match_Genome	34	9931.00
rRNAdb-28S-rRNA_Match_Genome	35	16655.00
rRNAdb-28S-rRNA_Match_Genome	36	11461.00
rRNAdb-28S-rRNA_Match_Genome	37	8363.00
rRNAdb-28S-rRNA_Match_Genome	38	6936.00
rRNAdb-28S-rRNA_Match_Genome	39	4744.00
rRNAdb-28S-rRNA_Match_Genome	40	2984.00
rRNAdb-28S-rRNA_Match_Genome	41	4027.00
rRNAdb-28S-rRNA_Match_Genome	42	3077.00
rRNAdb-28S-rRNA_Match_Genome	43	6922.00
rRNAdb-28S-rRNA_Match_Genome	44	2854.00
rRNAdb-28S-rRNA_Match_Genome	45	1182.00
rRNAdb-4.5S-rRNA_Match_Genome	15	141.00
rRNAdb-4.5S-rRNA_Match_Genome	16	267.00
rRNAdb-4.5S-rRNA_Match_Genome	17	274.00
rRNAdb-4.5S-rRNA_Match_Genome	18	285.00
rRNAdb-4.5S-rRNA_Match_Genome	19	390.00
rRNAdb-4.5S-rRNA_Match_Genome	20	351.00
rRNAdb-4.5S-rRNA_Match_Genome	21	444.00
rRNAdb-4.5S-rRNA_Match_Genome	22	589.00
rRNAdb-4.5S-rRNA_Match_Genome	23	329.00
rRNAdb-4.5S-rRNA_Match_Genome	24	237.00
rRNAdb-4.5S-rRNA_Match_Genome	25	281.00
rRNAdb-4.5S-rRNA_Match_Genome	26	141.00
rRNAdb-4.5S-rRNA_Match_Genome	27	152.00
rRNAdb-4.5S-rRNA_Match_Genome	28	105.00
rRNAdb-4.5S-rRNA_Match_Genome	29	151.00
rRNAdb-4.5S-rRNA_Match_Genome	30	262.00
rRNAdb-4.5S-rRNA_Match_Genome	31	207.00
rRNAdb-4.5S-rRNA_Match_Genome	32	258.00
rRNAdb-4.5S-rRNA_Match_Genome	33	119.00
rRNAdb-4.5S-rRNA_Match_Genome	34	95.00
rRNAdb-4.5S-rRNA_Match_Genome	35	63.00
rRNAdb-4.5S-rRNA_Match_Genome	36	114.00
rRNAdb-4.5S-rRNA_Match_Genome	37	73.00
rRNAdb-4.5S-rRNA_Match_Genome	38	66.00
rRNAdb-4.5S-rRNA_Match_Genome	39	74.00
rRNAdb-4.5S-rRNA_Match_Genome	40	61.00
rRNAdb-4.5S-rRNA_Match_Genome	41	76.00
rRNAdb-4.5S-rRNA_Match_Genome	42	69.00
rRNAdb-4.5S-rRNA_Match_Genome	43	58.00
rRNAdb-4.5S-rRNA_Match_Genome	44	49.00
rRNAdb-4.5S-rRNA_Match_Genome	45	11.00
rRNAdb-45S-rRNA_Match_Genome	15	20320.00
rRNAdb-45S-rRNA_Match_Genome	16	8918.00
rRNAdb-45S-rRNA_Match_Genome	17	1039.00
rRNAdb-45S-rRNA_Match_Genome	18	1093.00
rRNAdb-45S-rRNA_Match_Genome	19	566.00
rRNAdb-45S-rRNA_Match_Genome	20	489.00
rRNAdb-45S-rRNA_Match_Genome	21	3406.00
rRNAdb-45S-rRNA_Match_Genome	22	760.00
rRNAdb-45S-rRNA_Match_Genome	23	305.00
rRNAdb-45S-rRNA_Match_Genome	24	314.00
rRNAdb-45S-rRNA_Match_Genome	25	366.00
rRNAdb-45S-rRNA_Match_Genome	26	455.00
rRNAdb-45S-rRNA_Match_Genome	27	558.00
rRNAdb-45S-rRNA_Match_Genome	28	477.00
rRNAdb-45S-rRNA_Match_Genome	29	302.00
rRNAdb-45S-rRNA_Match_Genome	30	334.00
rRNAdb-45S-rRNA_Match_Genome	31	415.00
rRNAdb-45S-rRNA_Match_Genome	32	209.00
rRNAdb-45S-rRNA_Match_Genome	33	205.00
rRNAdb-45S-rRNA_Match_Genome	34	210.00
rRNAdb-45S-rRNA_Match_Genome	35	178.00
rRNAdb-45S-rRNA_Match_Genome	36	227.00
rRNAdb-45S-rRNA_Match_Genome	37	418.00
rRNAdb-45S-rRNA_Match_Genome	38	542.00
rRNAdb-45S-rRNA_Match_Genome	39	664.00
rRNAdb-45S-rRNA_Match_Genome	40	334.00
rRNAdb-45S-rRNA_Match_Genome	41	132.00
rRNAdb-45S-rRNA_Match_Genome	42	98.00
rRNAdb-45S-rRNA_Match_Genome	43	75.00
rRNAdb-45S-rRNA_Match_Genome	44	40.00
rRNAdb-45S-rRNA_Match_Genome	45	13.00
rRNAdb-5.8S-rRNA_Match_Genome	15	1182.00
rRNAdb-5.8S-rRNA_Match_Genome	16	1459.00
rRNAdb-5.8S-rRNA_Match_Genome	17	1238.00
rRNAdb-5.8S-rRNA_Match_Genome	18	1175.00
rRNAdb-5.8S-rRNA_Match_Genome	19	1616.00
rRNAdb-5.8S-rRNA_Match_Genome	20	1595.00
rRNAdb-5.8S-rRNA_Match_Genome	21	972.00
rRNAdb-5.8S-rRNA_Match_Genome	22	516.00
rRNAdb-5.8S-rRNA_Match_Genome	23	189.00
rRNAdb-5.8S-rRNA_Match_Genome	24	152.00
rRNAdb-5.8S-rRNA_Match_Genome	25	227.00
rRNAdb-5.8S-rRNA_Match_Genome	26	300.00
rRNAdb-5.8S-rRNA_Match_Genome	27	97.00
rRNAdb-5.8S-rRNA_Match_Genome	28	25.00
rRNAdb-5.8S-rRNA_Match_Genome	29	5.00
rRNAdb-5.8S-rRNA_Match_Genome	30	11.00
rRNAdb-5.8S-rRNA_Match_Genome	33	30.00
rRNAdb-5S-rRNA_Match_Genome	15	785.00
rRNAdb-5S-rRNA_Match_Genome	16	1381.00
rRNAdb-5S-rRNA_Match_Genome	17	1373.00
rRNAdb-5S-rRNA_Match_Genome	18	1214.00
rRNAdb-5S-rRNA_Match_Genome	19	913.00
rRNAdb-5S-rRNA_Match_Genome	20	898.00
rRNAdb-5S-rRNA_Match_Genome	21	1085.00
rRNAdb-5S-rRNA_Match_Genome	22	1410.00
rRNAdb-5S-rRNA_Match_Genome	23	1153.00
rRNAdb-5S-rRNA_Match_Genome	24	898.00
rRNAdb-5S-rRNA_Match_Genome	25	826.00
rRNAdb-5S-rRNA_Match_Genome	26	499.00
rRNAdb-5S-rRNA_Match_Genome	27	509.00
rRNAdb-5S-rRNA_Match_Genome	28	418.00
rRNAdb-5S-rRNA_Match_Genome	29	1267.00
rRNAdb-5S-rRNA_Match_Genome	30	1369.00
rRNAdb-5S-rRNA_Match_Genome	31	1275.00
rRNAdb-5S-rRNA_Match_Genome	32	1598.00
rRNAdb-5S-rRNA_Match_Genome	33	4726.00
rRNAdb-5S-rRNA_Match_Genome	34	3296.00
rRNAdb-5S-rRNA_Match_Genome	35	1394.00
rRNAdb-5S-rRNA_Match_Genome	36	1552.00
rRNAdb-5S-rRNA_Match_Genome	37	1041.00
rRNAdb-5S-rRNA_Match_Genome	38	1222.00
rRNAdb-5S-rRNA_Match_Genome	39	2476.00
rRNAdb-5S-rRNA_Match_Genome	40	430.00
rRNAdb-5S-rRNA_Match_Genome	41	676.00
rRNAdb-5S-rRNA_Match_Genome	42	710.00
rRNAdb-5S-rRNA_Match_Genome	43	235.00
